INFO - Connection ready
INFO - DB loaded
INFO - Read in line: 100000
INFO - Read in line: 200000
INFO - Read in line: 300000
INFO - Read in line: 400000
INFO - Read in line: 500000
INFO - Read in line: 600000
INFO - Read in line: 700000
INFO - Read in line: 800000
INFO - Read in line: 900000
INFO - Read in line: 1000000
INFO - Read in line: 1100000
INFO - Read in line: 1200000
INFO - Read in line: 1300000
INFO - Read in line: 1400000
INFO - Read in line: 1500000
INFO - Read in line: 1600000
INFO - Read in line: 1700000
INFO - Read in line: 1800000
INFO - Read in line: 1900000
INFO - Read in line: 2000000
INFO - Read in line: 2100000
INFO - Read in line: 2200000
INFO - Read in line: 2300000
INFO - Read in line: 2400000
INFO - Read in line: 2500000
INFO - Read in line: 2600000
INFO - Read in line: 2700000
INFO - Read in line: 2800000
INFO - Read in line: 2900000
INFO - Read in line: 3000000
INFO - Read in line: 3100000
INFO - Read in line: 3200000
INFO - Read in line: 3300000
INFO - Read in line: 3400000
INFO - Read in line: 3500000
INFO - Read in line: 3600000
INFO - Read in line: 3700000
INFO - Read in line: 3800000
INFO - Read in line: 3900000
INFO - Read in line: 4000000
INFO - Read in line: 4100000
INFO - Read in line: 4200000
INFO - Read in line: 4300000
INFO - Read in line: 4400000
INFO - Read in line: 4500000
INFO - Read in line: 4600000
INFO - Read in line: 4700000
INFO - Read in line: 4800000
INFO - Read in line: 4900000
INFO - Read in line: 5000000
INFO - Read in line: 5100000
INFO - Read in line: 5200000
INFO - Read in line: 5300000
INFO - Read in line: 5400000
INFO - Read in line: 5500000
INFO - Results consumed
INFO - Projects compared
INFO - Dependencies FOUND: 2044401, Not FOUND: 2800218

INFO - Got project pairs
WARN - :io.reactivex.rxjava2:rxjava is null
WARN - :org.jetbrains.kotlin:kotlin-stdlib is null
INFO - There were 226911 pairs where both use semantic versioning
INFO - There were 2912 pairs that were discarded as they don't use semantic versioning
INFO - Dates size: 771
TRACE - Date: 2015-01-30 	 Number: 6935
TRACE - Date: 2018-01-07 	 Number: 9
TRACE - Date: 2018-01-08 	 Number: 3
TRACE - Date: 2018-01-09 	 Number: 6
TRACE - Date: 2018-01-10 	 Number: 120
TRACE - Date: 2018-01-11 	 Number: 75
TRACE - Date: 2018-01-12 	 Number: 2
TRACE - Date: 2018-01-17 	 Number: 428
TRACE - Date: 2018-01-18 	 Number: 577
TRACE - Date: 2018-01-19 	 Number: 375
TRACE - Date: 2018-01-20 	 Number: 24
TRACE - Date: 2018-01-21 	 Number: 28
TRACE - Date: 2018-01-22 	 Number: 16
TRACE - Date: 2018-01-23 	 Number: 108
TRACE - Date: 2018-01-25 	 Number: 366
TRACE - Date: 2018-01-26 	 Number: 3
TRACE - Date: 2018-01-28 	 Number: 76
TRACE - Date: 2018-01-29 	 Number: 110
TRACE - Date: 2018-01-30 	 Number: 53
TRACE - Date: 2018-01-31 	 Number: 81
TRACE - Date: 2018-02-01 	 Number: 41
TRACE - Date: 2018-02-02 	 Number: 289
TRACE - Date: 2018-02-03 	 Number: 59
TRACE - Date: 2018-02-05 	 Number: 73
TRACE - Date: 2018-02-06 	 Number: 150
TRACE - Date: 2018-02-09 	 Number: 489
TRACE - Date: 2018-02-10 	 Number: 79
TRACE - Date: 2018-02-11 	 Number: 3
TRACE - Date: 2018-02-12 	 Number: 249
TRACE - Date: 2018-02-13 	 Number: 29
TRACE - Date: 2018-02-14 	 Number: 17
TRACE - Date: 2018-02-15 	 Number: 8
TRACE - Date: 2018-02-16 	 Number: 28
TRACE - Date: 2018-02-17 	 Number: 88
TRACE - Date: 2018-02-18 	 Number: 17
TRACE - Date: 2018-02-19 	 Number: 27
TRACE - Date: 2018-02-20 	 Number: 156
TRACE - Date: 2018-02-21 	 Number: 497
TRACE - Date: 2018-02-22 	 Number: 5
TRACE - Date: 2018-02-23 	 Number: 44
TRACE - Date: 2018-02-24 	 Number: 7
TRACE - Date: 2018-02-25 	 Number: 71
TRACE - Date: 2018-02-26 	 Number: 121
TRACE - Date: 2018-02-27 	 Number: 35
TRACE - Date: 2018-02-28 	 Number: 1585
TRACE - Date: 2018-03-01 	 Number: 492
TRACE - Date: 2018-03-03 	 Number: 54
TRACE - Date: 2018-03-05 	 Number: 195
TRACE - Date: 2018-03-06 	 Number: 78
TRACE - Date: 2018-03-07 	 Number: 1014
TRACE - Date: 2018-03-08 	 Number: 3
TRACE - Date: 2018-03-09 	 Number: 48
TRACE - Date: 2018-03-10 	 Number: 63
TRACE - Date: 2018-03-11 	 Number: 50
TRACE - Date: 2018-03-12 	 Number: 176
TRACE - Date: 2018-03-13 	 Number: 73
TRACE - Date: 2018-03-14 	 Number: 138
TRACE - Date: 2018-03-15 	 Number: 118
TRACE - Date: 2018-03-16 	 Number: 37
TRACE - Date: 2018-03-17 	 Number: 106
TRACE - Date: 2018-03-18 	 Number: 78
TRACE - Date: 2018-03-19 	 Number: 232
TRACE - Date: 2018-03-20 	 Number: 18
TRACE - Date: 2018-03-21 	 Number: 102
TRACE - Date: 2018-03-22 	 Number: 85
TRACE - Date: 2018-03-23 	 Number: 107
TRACE - Date: 2018-03-24 	 Number: 18
TRACE - Date: 2018-03-26 	 Number: 190
TRACE - Date: 2018-03-27 	 Number: 42
TRACE - Date: 2018-03-28 	 Number: 330
TRACE - Date: 2018-03-29 	 Number: 27
TRACE - Date: 2018-03-30 	 Number: 27
TRACE - Date: 2018-03-31 	 Number: 13
TRACE - Date: 2018-04-01 	 Number: 737
TRACE - Date: 2018-04-02 	 Number: 10
TRACE - Date: 2018-04-03 	 Number: 429
TRACE - Date: 2018-04-04 	 Number: 33
TRACE - Date: 2018-04-05 	 Number: 107
TRACE - Date: 2018-04-06 	 Number: 128
TRACE - Date: 2018-04-08 	 Number: 466
TRACE - Date: 2018-04-09 	 Number: 599
TRACE - Date: 2018-04-10 	 Number: 625
TRACE - Date: 2018-04-11 	 Number: 193
TRACE - Date: 2018-04-12 	 Number: 6
TRACE - Date: 2018-04-13 	 Number: 116
TRACE - Date: 2018-04-14 	 Number: 66
TRACE - Date: 2018-04-15 	 Number: 6
TRACE - Date: 2018-04-16 	 Number: 379
TRACE - Date: 2018-04-17 	 Number: 182
TRACE - Date: 2018-04-18 	 Number: 179
TRACE - Date: 2018-04-19 	 Number: 126
TRACE - Date: 2018-04-20 	 Number: 961
TRACE - Date: 2018-04-21 	 Number: 30
TRACE - Date: 2018-04-22 	 Number: 529
TRACE - Date: 2018-04-23 	 Number: 152
TRACE - Date: 2018-04-24 	 Number: 279
TRACE - Date: 2018-04-25 	 Number: 59
TRACE - Date: 2018-04-26 	 Number: 38
TRACE - Date: 2018-04-27 	 Number: 1401
TRACE - Date: 2018-04-28 	 Number: 215
TRACE - Date: 2018-04-29 	 Number: 40
TRACE - Date: 2018-05-01 	 Number: 100
TRACE - Date: 2018-05-02 	 Number: 21
TRACE - Date: 2018-05-03 	 Number: 45
TRACE - Date: 2018-05-04 	 Number: 70
TRACE - Date: 2018-05-05 	 Number: 2186
TRACE - Date: 2018-05-06 	 Number: 14
TRACE - Date: 2018-05-07 	 Number: 10
TRACE - Date: 2018-05-08 	 Number: 105
TRACE - Date: 2018-05-09 	 Number: 104
TRACE - Date: 2018-05-10 	 Number: 32
TRACE - Date: 2018-05-11 	 Number: 1541
TRACE - Date: 2018-05-12 	 Number: 34
TRACE - Date: 2018-05-13 	 Number: 33
TRACE - Date: 2018-05-14 	 Number: 976
TRACE - Date: 2018-05-15 	 Number: 88
TRACE - Date: 2018-05-16 	 Number: 11
TRACE - Date: 2018-05-17 	 Number: 9
TRACE - Date: 2018-05-18 	 Number: 1
TRACE - Date: 2018-05-20 	 Number: 12
TRACE - Date: 2018-05-21 	 Number: 56
TRACE - Date: 2018-05-22 	 Number: 40
TRACE - Date: 2018-05-23 	 Number: 50
TRACE - Date: 2018-05-24 	 Number: 119
TRACE - Date: 2018-05-25 	 Number: 114
TRACE - Date: 2018-05-26 	 Number: 30
TRACE - Date: 2018-05-27 	 Number: 77
TRACE - Date: 2018-05-28 	 Number: 325
TRACE - Date: 2018-05-29 	 Number: 225
TRACE - Date: 2018-05-30 	 Number: 196
TRACE - Date: 2018-05-31 	 Number: 2
TRACE - Date: 2018-06-02 	 Number: 25
TRACE - Date: 2018-06-03 	 Number: 32
TRACE - Date: 2018-06-04 	 Number: 242
TRACE - Date: 2018-06-05 	 Number: 116
TRACE - Date: 2018-06-06 	 Number: 333
TRACE - Date: 2018-06-07 	 Number: 180
TRACE - Date: 2018-06-08 	 Number: 427
TRACE - Date: 2018-06-09 	 Number: 2
TRACE - Date: 2018-06-10 	 Number: 259
TRACE - Date: 2018-06-11 	 Number: 6
TRACE - Date: 2018-06-12 	 Number: 61
TRACE - Date: 2018-06-13 	 Number: 16
TRACE - Date: 2018-06-14 	 Number: 15
TRACE - Date: 2018-06-16 	 Number: 2
TRACE - Date: 2018-06-17 	 Number: 238
TRACE - Date: 2018-06-18 	 Number: 83
TRACE - Date: 2018-06-19 	 Number: 332
TRACE - Date: 2018-06-20 	 Number: 8
TRACE - Date: 2018-06-21 	 Number: 162
TRACE - Date: 2018-06-22 	 Number: 37
TRACE - Date: 2018-06-23 	 Number: 98
TRACE - Date: 2018-06-24 	 Number: 16
TRACE - Date: 2018-06-25 	 Number: 30
TRACE - Date: 2018-06-26 	 Number: 124
TRACE - Date: 2018-06-27 	 Number: 66
TRACE - Date: 2018-06-28 	 Number: 41
TRACE - Date: 2018-06-29 	 Number: 8
TRACE - Date: 2018-07-02 	 Number: 10030
TRACE - Date: 2018-07-03 	 Number: 5177
TRACE - Date: 2018-07-04 	 Number: 129
TRACE - Date: 2018-07-08 	 Number: 1
TRACE - Date: 2018-07-09 	 Number: 71
TRACE - Date: 2018-07-10 	 Number: 31
TRACE - Date: 2018-07-11 	 Number: 42
TRACE - Date: 2018-07-14 	 Number: 6
TRACE - Date: 2018-07-16 	 Number: 15
TRACE - Date: 2018-07-17 	 Number: 33
TRACE - Date: 2018-07-18 	 Number: 9
TRACE - Date: 2018-07-19 	 Number: 378
TRACE - Date: 2018-07-20 	 Number: 53
TRACE - Date: 2018-07-21 	 Number: 269
TRACE - Date: 2018-07-22 	 Number: 44
TRACE - Date: 2018-07-23 	 Number: 165
TRACE - Date: 2018-07-24 	 Number: 8
TRACE - Date: 2018-07-25 	 Number: 66
TRACE - Date: 2018-07-26 	 Number: 45
TRACE - Date: 2018-07-27 	 Number: 155
TRACE - Date: 2018-07-29 	 Number: 28
TRACE - Date: 2018-07-30 	 Number: 10
TRACE - Date: 2018-07-31 	 Number: 441
TRACE - Date: 2018-08-01 	 Number: 46
TRACE - Date: 2018-08-02 	 Number: 1
TRACE - Date: 2018-08-03 	 Number: 93
TRACE - Date: 2018-08-04 	 Number: 20
TRACE - Date: 2018-08-05 	 Number: 3
TRACE - Date: 2018-08-06 	 Number: 2
TRACE - Date: 2018-08-07 	 Number: 378
TRACE - Date: 2018-08-08 	 Number: 11
TRACE - Date: 2018-08-09 	 Number: 6
TRACE - Date: 2018-08-10 	 Number: 12
TRACE - Date: 2018-08-11 	 Number: 410
TRACE - Date: 2018-08-12 	 Number: 15
TRACE - Date: 2018-08-13 	 Number: 98
TRACE - Date: 2018-08-14 	 Number: 122
TRACE - Date: 2018-08-17 	 Number: 4
TRACE - Date: 2018-08-20 	 Number: 2
TRACE - Date: 2018-08-21 	 Number: 8
TRACE - Date: 2018-08-23 	 Number: 42
TRACE - Date: 2018-08-24 	 Number: 70
TRACE - Date: 2018-08-26 	 Number: 2
TRACE - Date: 2018-08-30 	 Number: 2
TRACE - Date: 2018-08-31 	 Number: 6
TRACE - Date: 2018-09-01 	 Number: 431
TRACE - Date: 2018-09-02 	 Number: 28
TRACE - Date: 2018-09-03 	 Number: 20
TRACE - Date: 2018-09-04 	 Number: 5
TRACE - Date: 2018-09-05 	 Number: 14
TRACE - Date: 2018-09-09 	 Number: 167
TRACE - Date: 2018-09-11 	 Number: 77
TRACE - Date: 2018-09-12 	 Number: 54
TRACE - Date: 2018-09-13 	 Number: 30
TRACE - Date: 2018-09-15 	 Number: 9
TRACE - Date: 2018-09-16 	 Number: 2
TRACE - Date: 2018-09-19 	 Number: 24
TRACE - Date: 2018-09-20 	 Number: 166
TRACE - Date: 2018-09-21 	 Number: 2
TRACE - Date: 2018-09-24 	 Number: 14
TRACE - Date: 2018-09-26 	 Number: 212
TRACE - Date: 2018-09-27 	 Number: 536
TRACE - Date: 2018-09-28 	 Number: 76
TRACE - Date: 2018-09-30 	 Number: 92
TRACE - Date: 2018-10-01 	 Number: 72
TRACE - Date: 2018-10-02 	 Number: 5
TRACE - Date: 2018-10-03 	 Number: 33
TRACE - Date: 2018-10-04 	 Number: 1
TRACE - Date: 2018-10-06 	 Number: 22
TRACE - Date: 2018-10-07 	 Number: 198
TRACE - Date: 2018-10-11 	 Number: 23
TRACE - Date: 2018-10-12 	 Number: 27
TRACE - Date: 2018-10-13 	 Number: 8
TRACE - Date: 2018-10-14 	 Number: 12
TRACE - Date: 2018-10-19 	 Number: 101
TRACE - Date: 2018-10-20 	 Number: 1
TRACE - Date: 2018-10-22 	 Number: 88
TRACE - Date: 2018-10-31 	 Number: 11
TRACE - Date: 2018-11-02 	 Number: 47
TRACE - Date: 2018-11-05 	 Number: 85
TRACE - Date: 2018-11-09 	 Number: 192
TRACE - Date: 2018-11-11 	 Number: 10
TRACE - Date: 2018-11-13 	 Number: 508
TRACE - Date: 2018-11-14 	 Number: 57
TRACE - Date: 2018-11-15 	 Number: 36
TRACE - Date: 2018-11-16 	 Number: 165
TRACE - Date: 2018-11-17 	 Number: 1133
TRACE - Date: 2018-11-18 	 Number: 51
TRACE - Date: 2018-11-19 	 Number: 308
TRACE - Date: 2018-11-20 	 Number: 389
TRACE - Date: 2018-11-21 	 Number: 444
TRACE - Date: 2018-11-22 	 Number: 95
TRACE - Date: 2018-11-23 	 Number: 18
TRACE - Date: 2018-11-24 	 Number: 1
TRACE - Date: 2018-11-25 	 Number: 3
TRACE - Date: 2018-11-26 	 Number: 148
TRACE - Date: 2018-11-27 	 Number: 673
TRACE - Date: 2018-11-28 	 Number: 108
TRACE - Date: 2018-11-29 	 Number: 99
TRACE - Date: 2018-11-30 	 Number: 207
TRACE - Date: 2018-12-03 	 Number: 26
TRACE - Date: 2018-12-04 	 Number: 303
TRACE - Date: 2018-12-05 	 Number: 141
TRACE - Date: 2018-12-06 	 Number: 93
TRACE - Date: 2018-12-08 	 Number: 101
TRACE - Date: 2018-12-10 	 Number: 3
TRACE - Date: 2018-12-11 	 Number: 16
TRACE - Date: 2018-12-12 	 Number: 45
TRACE - Date: 2018-12-13 	 Number: 379
TRACE - Date: 2018-12-14 	 Number: 28
TRACE - Date: 2018-12-16 	 Number: 72
TRACE - Date: 2018-12-17 	 Number: 195
TRACE - Date: 2018-12-19 	 Number: 14
TRACE - Date: 2018-12-21 	 Number: 107
INFO - Timelines created
